id,Numéro d'article,Nom du produit,Numéro du lot,Emplacement,Site,Entrepôt,Stock physique,Physique disponible
6312,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,1.0,1.0
6313,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R06,99,MAKLADA,FILIERE,2.0,2.0
6314,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R09,99,MAKLADA,FILIERE,1.0,1.0
6315,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R10,99,MAKLADA,FILIERE,1.0,1.0
6316,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,1.0,1.0
6317,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,2.0,2.0
6318,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,1.0,1.0
6319,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,1.0,1.0
6320,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,1.0,1.0
6321,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R06,99,MAKLADA,FILIERE,2.0,2.0
6322,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,4.0,4.0
6323,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,4.0,4.0
6324,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,4.0,4.0
6325,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,5.0,5.0
6326,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,1.0,1.0
6327,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R07,99,MAKLADA,FILIERE,1.0,1.0
6328,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R09,99,MAKLADA,FILIERE,1.0,1.0
6329,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,1.0,1.0
6330,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,2.0,2.0
6331,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,1.0,1.0
6332,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R08,99,MAKLADA,FILIERE,1.0,1.0
6333,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,3.0,3.0
6334,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,3.0,3.0
6335,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,2.0,2.0
6336,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,3.0,3.0
6337,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,1.0,1.0
6338,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R07,99,MAKLADA,FILIERE,1.0,1.0
6339,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R08,99,MAKLADA,FILIERE,1.0,1.0
6340,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R10,99,MAKLADA,FILIERE,1.0,1.0
6341,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,3.0,3.0
6342,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,4.0,4.0
6343,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,3.0,3.0
6344,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,3.0,3.0
6345,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,3.0,3.0
6346,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R06,99,MAKLADA,FILIERE,1.0,1.0
6347,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R07,99,MAKLADA,FILIERE,1.0,1.0
6348,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R09,99,MAKLADA,FILIERE,1.0,1.0
6349,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R10,99,MAKLADA,FILIERE,1.0,1.0
6350,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R11,99,MAKLADA,FILIERE,1.0,1.0
6351,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R13,99,MAKLADA,FILIERE,1.0,1.0
6352,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,7.0,7.0
6353,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,5.0,5.0
6354,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,3.0,3.0
6355,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,1.0,1.0
6356,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,1.0,1.0
6357,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R06,99,MAKLADA,FILIERE,2.0,2.0
6358,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R08,99,MAKLADA,FILIERE,1.0,1.0
6359,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R09,99,MAKLADA,FILIERE,1.0,1.0
6360,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,5.0,5.0
6361,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,1.0,1.0
6362,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,2.0,2.0
6363,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,1.0,1.0
6364,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R06,99,MAKLADA,FILIERE,2.0,2.0
6365,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R07,99,MAKLADA,FILIERE,2.0,2.0
6366,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R09,99,MAKLADA,FILIERE,1.0,1.0
6367,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R12,99,MAKLADA,FILIERE,1.0,1.0
6368,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,1.0,1.0
6369,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,1.0,1.0
6370,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,1.0,1.0
6371,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R07,99,MAKLADA,FILIERE,1.0,1.0
6372,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R10,99,MAKLADA,FILIERE,2.0,2.0
6373,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R12,99,MAKLADA,FILIERE,1.0,1.0
6374,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,1.0,1.0
6375,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,2.0,2.0
6376,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,1.0,1.0
6377,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,3.0,3.0
6378,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,2.0,2.0
6379,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,2.0,2.0
6380,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,1.0,1.0
6381,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R06,99,MAKLADA,FILIERE,1.0,1.0
6382,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R07,99,MAKLADA,FILIERE,1.0,1.0
6383,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R08,99,MAKLADA,FILIERE,1.0,1.0
6384,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R11,99,MAKLADA,FILIERE,1.0,1.0
6385,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,1.0,1.0
6386,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,1.0,1.0
6387,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,1.0,1.0
6388,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R07,99,MAKLADA,FILIERE,2.0,2.0
6389,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R08,99,MAKLADA,FILIERE,1.0,1.0
6390,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R13,99,MAKLADA,FILIERE,1.0,1.0
6391,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,2.0,2.0
6392,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,3.0,3.0
6393,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,2.0,2.0
6394,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,1.0,1.0
6395,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R10,99,MAKLADA,FILIERE,1.0,1.0
6396,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,1.0,1.0
6397,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,1.0,1.0
6398,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,1.0,1.0
6399,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R07,99,MAKLADA,FILIERE,1.0,1.0
6400,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,1.0,1.0
6401,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,2.0,2.0
6402,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,2.0,2.0
6403,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R06,99,MAKLADA,FILIERE,1.0,1.0
6404,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R07,99,MAKLADA,FILIERE,1.0,1.0
6405,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,4.0,4.0
6406,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,2.0,2.0
6407,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,2.0,2.0
6408,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,1.0,1.0
6409,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R06,99,MAKLADA,FILIERE,2.0,2.0
6410,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,1.0,1.0
6411,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,1.0,1.0
6412,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,3.0,3.0
6413,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,1.0,1.0
6414,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,2.0,2.0
6415,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,1.0,1.0
6416,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,1.0,1.0
6417,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R07,99,MAKLADA,FILIERE,1.0,1.0
6418,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R08,99,MAKLADA,FILIERE,1.0,1.0
6419,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,3.0,3.0
6420,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,1.0,1.0
6421,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,1.0,1.0
6422,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R11,99,MAKLADA,FILIERE,1.0,1.0
6423,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R15,99,MAKLADA,FILIERE,1.0,1.0
6424,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,2.0,2.0
6425,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,3.0,3.0
6426,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,1.0,1.0
6427,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,2.0,2.0
6428,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R09,99,MAKLADA,FILIERE,1.0,1.0
6429,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,1.0,1.0
6430,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,1.0,1.0
6431,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R06,99,MAKLADA,FILIERE,1.0,1.0
6432,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,4.0,4.0
6433,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,1.0,1.0
6434,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,1.0,1.0
6435,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,1.0,1.0
6436,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R08,99,MAKLADA,FILIERE,1.0,1.0
6437,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,1.0,1.0
6438,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,2.0,2.0
6439,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,1.0,1.0
6440,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R08,99,MAKLADA,FILIERE,1.0,1.0
6441,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R09,99,MAKLADA,FILIERE,1.0,1.0
6442,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,1.0,1.0
6443,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,1.0,1.0
6444,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,1.0,1.0
6445,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R07,99,MAKLADA,FILIERE,1.0,1.0
6446,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R08,99,MAKLADA,FILIERE,1.0,1.0
6447,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R09,99,MAKLADA,FILIERE,1.0,1.0
6448,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,1.0,1.0
6449,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,1.0,1.0
6450,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,1.0,1.0
6451,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,1.0,1.0
6452,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,1.0,1.0
6453,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,1.0,1.0
6454,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,1.0,1.0
6455,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R06,99,MAKLADA,FILIERE,1.0,1.0
6456,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R10,99,MAKLADA,FILIERE,1.0,1.0
6457,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,1.0,1.0
6458,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,1.0,1.0
6459,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,1.0,1.0
6460,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,1.0,1.0
6461,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R08,99,MAKLADA,FILIERE,1.0,1.0
6462,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,2.0,2.0
6463,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,1.0,1.0
6464,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,1.0,1.0
6465,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R06,99,MAKLADA,FILIERE,1.0,1.0
6466,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,1.0,1.0
6467,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R06,99,MAKLADA,FILIERE,1.0,1.0
6468,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R09,99,MAKLADA,FILIERE,1.0,1.0
6469,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,1.0,1.0
6470,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,1.0,1.0
6471,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,1.0,1.0
6472,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,1.0,1.0
6473,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,1.0,1.0
6474,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,1.0,1.0
6475,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,1.0,1.0
6476,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,1.0,1.0
6477,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,1.0,1.0
6478,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,2.0,2.0
6479,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,1.0,1.0
6480,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R06,99,MAKLADA,FILIERE,4.0,4.0
6481,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R10,99,MAKLADA,FILIERE,1.0,1.0
