id,Numéro d'article,Nom du produit,Numéro du lot,Emplacement,Site,Entrepôt,Stock physique,Physique disponible
6142,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,14.0,14.0
6143,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,7.0,7.0
6144,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,7.0,7.0
6145,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,4.0,4.0
6146,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R06,99,MAKLADA,FILIERE,1.0,1.0
6147,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R07,99,MAKLADA,FILIERE,6.0,6.0
6148,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R08,99,MAKLADA,FILIERE,3.0,3.0
6149,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R09,99,MAKLADA,FILIERE,3.0,3.0
6150,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R10,99,MAKLADA,FILIERE,1.0,1.0
6151,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R11,99,MAKLADA,FILIERE,1.0,1.0
6152,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R13,99,MAKLADA,FILIERE,1.0,1.0
6153,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R14,99,MAKLADA,FILIERE,1.0,1.0
6154,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,4.0,4.0
6155,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,4.0,4.0
6156,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,7.0,7.0
6157,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,8.0,8.0
6158,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,4.0,4.0
6159,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R06,99,MAKLADA,FILIERE,3.0,3.0
6160,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R07,99,MAKLADA,FILIERE,2.0,2.0
6161,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R08,99,MAKLADA,FILIERE,2.0,2.0
6162,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R09,99,MAKLADA,FILIERE,2.0,2.0
6163,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R10,99,MAKLADA,FILIERE,1.0,1.0
6164,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R11,99,MAKLADA,FILIERE,2.0,2.0
6165,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R12,99,MAKLADA,FILIERE,1.0,1.0
6166,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,9.0,9.0
6167,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,17.0,17.0
6168,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,13.0,13.0
6169,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,7.0,7.0
6170,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,7.0,7.0
6171,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R06,99,MAKLADA,FILIERE,7.0,7.0
6172,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R07,99,MAKLADA,FILIERE,2.0,2.0
6173,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R08,99,MAKLADA,FILIERE,1.0,1.0
6174,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R09,99,MAKLADA,FILIERE,3.0,3.0
6175,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R11,99,MAKLADA,FILIERE,1.0,1.0
6176,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R12,99,MAKLADA,FILIERE,4.0,4.0
6177,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R13,99,MAKLADA,FILIERE,1.0,1.0
6178,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R16,99,MAKLADA,FILIERE,2.0,2.0
6179,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,2.0,2.0
6180,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,1.0,1.0
6181,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,1.0,1.0
6182,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,4.0,4.0
6183,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,1.0,1.0
6184,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R06,99,MAKLADA,FILIERE,3.0,3.0
6185,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R07,99,MAKLADA,FILIERE,3.0,3.0
6186,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R09,99,MAKLADA,FILIERE,1.0,1.0
6187,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R11,99,MAKLADA,FILIERE,2.0,2.0
6188,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R14,99,MAKLADA,FILIERE,1.0,1.0
6189,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,1.0,1.0
6190,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,7.0,7.0
6191,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,8.0,8.0
6192,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,7.0,7.0
6193,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,2.0,2.0
6194,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R06,99,MAKLADA,FILIERE,3.0,3.0
6195,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R07,99,MAKLADA,FILIERE,2.0,2.0
6196,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R09,99,MAKLADA,FILIERE,1.0,1.0
6197,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R10,99,MAKLADA,FILIERE,2.0,2.0
6198,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R11,99,MAKLADA,FILIERE,1.0,1.0
6199,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R12,99,MAKLADA,FILIERE,1.0,1.0
6200,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,21.0,21.0
6201,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,8.0,8.0
6202,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,5.0,5.0
6203,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,6.0,6.0
6204,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,2.0,2.0
6205,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R07,99,MAKLADA,FILIERE,2.0,2.0
6206,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R08,99,MAKLADA,FILIERE,2.0,2.0
6207,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R09,99,MAKLADA,FILIERE,3.0,3.0
6208,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R10,99,MAKLADA,FILIERE,1.0,1.0
6209,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R11,99,MAKLADA,FILIERE,2.0,2.0
6210,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,2.0,2.0
6211,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,4.0,4.0
6212,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,4.0,4.0
6213,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,2.0,2.0
6214,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R06,99,MAKLADA,FILIERE,2.0,2.0
6215,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R07,99,MAKLADA,FILIERE,1.0,1.0
6216,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R09,99,MAKLADA,FILIERE,1.0,1.0
6217,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R11,99,MAKLADA,FILIERE,1.0,1.0
6218,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R13,99,MAKLADA,FILIERE,1.0,1.0
6219,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,4.0,4.0
6220,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,7.0,7.0
6221,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,4.0,4.0
6222,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,4.0,4.0
6223,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R06,99,MAKLADA,FILIERE,2.0,2.0
6224,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R07,99,MAKLADA,FILIERE,3.0,3.0
6225,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R08,99,MAKLADA,FILIERE,2.0,2.0
6226,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R09,99,MAKLADA,FILIERE,3.0,3.0
6227,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R10,99,MAKLADA,FILIERE,2.0,2.0
6228,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R12,99,MAKLADA,FILIERE,7.0,7.0
6229,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R14,99,MAKLADA,FILIERE,1.0,1.0
6230,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R16,99,MAKLADA,FILIERE,2.0,2.0
6231,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,2.0,2.0
6232,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,3.0,3.0
6233,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,4.0,4.0
6234,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,4.0,4.0
6235,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,1.0,1.0
6236,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R06,99,MAKLADA,FILIERE,1.0,1.0
6237,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R07,99,MAKLADA,FILIERE,4.0,4.0
6238,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,2.0,2.0
6239,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,9.0,9.0
6240,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,5.0,5.0
6241,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,7.0,7.0
6242,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,5.0,5.0
6243,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R06,99,MAKLADA,FILIERE,2.0,2.0
6244,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R07,99,MAKLADA,FILIERE,1.0,1.0
6245,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R09,99,MAKLADA,FILIERE,1.0,1.0
6246,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R10,99,MAKLADA,FILIERE,3.0,3.0
6247,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R14,99,MAKLADA,FILIERE,1.0,1.0
6248,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,8.0,8.0
6249,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,8.0,8.0
6250,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,3.0,3.0
6251,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,3.0,3.0
6252,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,2.0,2.0
6253,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R06,99,MAKLADA,FILIERE,1.0,1.0
6254,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R07,99,MAKLADA,FILIERE,1.0,1.0
6255,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R08,99,MAKLADA,FILIERE,1.0,1.0
6256,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R09,99,MAKLADA,FILIERE,2.0,2.0
6257,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R10,99,MAKLADA,FILIERE,1.0,1.0
6258,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R11,99,MAKLADA,FILIERE,1.0,1.0
6259,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R12,99,MAKLADA,FILIERE,1.0,1.0
6260,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,5.0,5.0
6261,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,3.0,3.0
6262,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,1.0,1.0
6263,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,2.0,2.0
6264,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,2.0,2.0
6265,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R06,99,MAKLADA,FILIERE,1.0,1.0
6266,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R07,99,MAKLADA,FILIERE,1.0,1.0
6267,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R08,99,MAKLADA,FILIERE,3.0,3.0
6268,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,5.0,5.0
6269,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,10.0,10.0
6270,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,5.0,5.0
6271,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,2.0,2.0
6272,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,3.0,3.0
6273,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R06,99,MAKLADA,FILIERE,4.0,4.0
6274,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R07,99,MAKLADA,FILIERE,2.0,2.0
6275,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R09,99,MAKLADA,FILIERE,1.0,1.0
6276,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R10,99,MAKLADA,FILIERE,3.0,3.0
6277,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R12,99,MAKLADA,FILIERE,2.0,2.0
6278,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,6.0,6.0
6279,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,3.0,3.0
6280,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,3.0,3.0
6281,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,2.0,2.0
6282,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,2.0,2.0
6283,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R08,99,MAKLADA,FILIERE,4.0,4.0
6284,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,4.0,4.0
6285,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,9.0,9.0
6286,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,2.0,2.0
6287,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,1.0,1.0
6288,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,2.0,2.0
6289,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R06,99,MAKLADA,FILIERE,2.0,2.0
6290,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R09,99,MAKLADA,FILIERE,3.0,3.0
6291,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R11,99,MAKLADA,FILIERE,1.0,1.0
6292,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R13,99,MAKLADA,FILIERE,1.0,1.0
6293,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,6.0,6.0
6294,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,4.0,4.0
6295,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,5.0,5.0
6296,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,3.0,3.0
6297,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R05,99,MAKLADA,FILIERE,1.0,1.0
6298,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R06,99,MAKLADA,FILIERE,3.0,3.0
6299,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R08,99,MAKLADA,FILIERE,2.0,2.0
6300,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R12,99,MAKLADA,FILIERE,1.0,1.0
6301,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R14,99,MAKLADA,FILIERE,1.0,1.0
6302,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,6.0,6.0
6303,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,4.0,4.0
6304,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,3.0,3.0
6305,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R06,99,MAKLADA,FILIERE,1.0,1.0
6306,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R08,99,MAKLADA,FILIERE,1.0,1.0
6307,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R09,99,MAKLADA,FILIERE,1.0,1.0
6308,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R01,99,MAKLADA,FILIERE,5.0,5.0
6309,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R02,99,MAKLADA,FILIERE,2.0,2.0
6310,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R03,99,MAKLADA,FILIERE,4.0,4.0
6311,FILIERE-M43x27-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M43x27-A12,R04,99,MAKLADA,FILIERE,3.0,3.0
